area,path,title,description,product,words,updated
"website","website/tools/perception-and-spectral/material-lighting/others/shortcuts.md","Material Under Light shortcuts","Keyboard and pointer actions in the Material Under Light tool.","Website › Tools › Perception and spectral › Material Lighting","164","2026-09-25"
"website","website/tools/perception-and-spectral/material-lighting/others/glossary.md","Material Under Light glossary","Colour, light and reflectance terms used in the Material Under Light tool, each explained briefly.","Website › Tools › Perception and spectral › Material Lighting","539","2026-09-25"
"website","website/tools/perception-and-spectral/material-lighting/others/limits-and-accuracy.md","Limits and accuracy","What Material Under Light takes from published sources, what is its own, how precise it is, and what it is not.","Website › Tools › Perception and spectral › Material Lighting","590","2026-09-25"
"website","website/tools/perception-and-spectral/material-lighting/others/privacy.md","Privacy","What Material Under Light keeps in your browser and what uses the network.","Website › Tools › Perception and spectral › Material Lighting","153","2026-09-25"
"website","website/tools/perception-and-spectral/material-lighting/others/release-notes.md","Release notes","User-facing history of the Material Under Light tool.","Website › Tools › Perception and spectral › Material Lighting","242","2026-09-25"
"website","website/tools/perception-and-spectral/material-lighting/others/related.md","Related tools and articles","Tools and Learn articles related to Material Under Light.","Website › Tools › Perception and spectral › Material Lighting","189","2026-09-25"
"website","website/tools/perception-and-spectral/neuroscience/README.md","Neuroscience (Visual Pathway)","What the Visual Pathway tool does, who it is for, where to find it and how to follow a first grating from the cones to V4.","Website › Tools › Perception and spectral › Neuroscience","817","2026-09-25"
"website","website/tools/perception-and-spectral/neuroscience/docs/README.md","Using the Visual Pathway","Contents of the how-to documentation for the Visual Pathway tool.","Website › Tools › Perception and spectral › Neuroscience","178","2026-09-25"
"website","website/tools/perception-and-spectral/neuroscience/docs/getting-started.md","Getting started with the Visual Pathway","Open the Visual Pathway, learn the layout of the Lab tab and follow a first grating through all five stages.","Website › Tools › Perception and spectral › Neuroscience","808","2026-09-25"
"website","website/tools/perception-and-spectral/neuroscience/docs/cones-and-opponent-channels.md","Cones, opponent channels and the cone table","How the Visual Pathway turns a screen colour into cone signals and opponent channels, how to read the Pipeline tab and the cone figure, and how to install your own cone table.","Website › Tools › Perception and spectral › Neuroscience","1143","2026-09-25"
"website","website/tools/perception-and-spectral/neuroscience/docs/explore-the-stages.md","Explore the five stages","Set up the stimulus and viewing geometry, then read what the retina, LGN, V1, V2 and V4 stages do to it, map by map.","Website › Tools › Perception and spectral › Neuroscience","2125","2026-09-25"
"website","website/tools/perception-and-spectral/neuroscience/docs/export-and-share.md","Export and share","Run a list of colours through the Visual Pathway's front end, download it as CSV or copy it, save the active map as PNG, download the settings and copy a link to the view.","Website › Tools › Perception and spectral › Neuroscience","646","2026-09-25"
"website","website/tools/perception-and-spectral/neuroscience/docs/reference.md","Visual Pathway reference","Every tab, control, readout, message and file format in the Visual Pathway, with ranges and defaults.","Website › Tools › Perception and spectral › Neuroscience","1798","2026-09-25"
"website","website/tools/perception-and-spectral/neuroscience/docs/troubleshooting.md","Troubleshooting the Visual Pathway","Symptoms, causes and fixes for flat maps, warnings, refused cone tables, links and copying in the Visual Pathway.","Website › Tools › Perception and spectral › Neuroscience","806","2026-09-25"
"website","website/tools/perception-and-spectral/neuroscience/docs/faq.md","Visual Pathway FAQ","Short answers to common questions about the Visual Pathway.","Website › Tools › Perception and spectral › Neuroscience","472","2026-09-25"
"website","website/tools/perception-and-spectral/neuroscience/others/README.md","Visual Pathway background","Contents of the background material for the Visual Pathway tool.","Website › Tools › Perception and spectral › Neuroscience","138","2026-09-25"
"website","website/tools/perception-and-spectral/neuroscience/others/shortcuts.md","Visual Pathway shortcuts","Keyboard and pointer actions in the Visual Pathway tool.","Website › Tools › Perception and spectral › Neuroscience","138","2026-09-25"
"website","website/tools/perception-and-spectral/neuroscience/others/glossary.md","Visual Pathway glossary","Terms used in the Visual Pathway tool, each explained briefly.","Website › Tools › Perception and spectral › Neuroscience","635","2026-09-25"
"website","website/tools/perception-and-spectral/neuroscience/others/limits-and-accuracy.md","Limits and accuracy","What the Visual Pathway takes from published sources, what is its own, how precise its numbers are and what it is not.","Website › Tools › Perception and spectral › Neuroscience","582","2026-09-25"
"website","website/tools/perception-and-spectral/neuroscience/others/privacy.md","Privacy","What the Visual Pathway keeps in your browser and what, if anything, uses the network.","Website › Tools › Perception and spectral › Neuroscience","177","2026-09-25"
"website","website/tools/perception-and-spectral/neuroscience/others/release-notes.md","Release notes","User-facing history of the Visual Pathway tool.","Website › Tools › Perception and spectral › Neuroscience","320","2026-09-25"
"website","website/tools/perception-and-spectral/neuroscience/others/related.md","Related tools and articles","Tools and Learn articles related to the Visual Pathway.","Website › Tools › Perception and spectral › Neuroscience","178","2026-09-25"
"website","website/tools/perception-and-spectral/perception-and-vision/README.md","Perception and Vision","What the Perception Vision tool does, who it is for, where to find it and how to run a first colour vision simulation over your own image.","Website › Tools › Perception and spectral › Perception and Vision","737","2026-09-25"
"website","website/tools/perception-and-spectral/perception-and-vision/docs/README.md","Using Perception and Vision","Contents of the how-to documentation for the Perception Vision tool.","Website › Tools › Perception and spectral › Perception and Vision","161","2026-09-25"
"website","website/tools/perception-and-spectral/perception-and-vision/docs/getting-started.md","Getting started with Perception and Vision","Open Perception Vision, learn the layout of the Lab tab and run a first colour vision simulation over the test card and your own image.","Website › Tools › Perception and spectral › Perception and Vision","726","2026-09-25"
"website","website/tools/perception-and-spectral/perception-and-vision/docs/check-a-palette-and-export.md","Check a palette and export","Run a list of hex colours through the active simulation, find colours that become indistinguishable, and export CSV, clipboard text, the frame, the settings and links.","Website › Tools › Perception and spectral › Perception and Vision","842","2026-09-25"
"website","website/tools/perception-and-spectral/perception-and-vision/docs/read-the-checks.md","Read the checks","Understand the grey-ramp test, every readout under the frame, the renderer agreement check, and the Simulation and Modes tabs.","Website › Tools › Perception and spectral › Perception and Vision","1091","2026-09-25"
"website","website/tools/perception-and-spectral/perception-and-vision/docs/simulate-a-design.md","Simulate a design or image","Choose a source, run any of the eight simulations with its settings, relight the scene, apply adjustments and presets, and compare the result.","Website › Tools › Perception and spectral › Perception and Vision","1413","2026-09-25"
"website","website/tools/perception-and-spectral/perception-and-vision/docs/reference.md","Perception and Vision reference","Every tab, control, readout, message and file format in Perception Vision, with ranges and defaults.","Website › Tools › Perception and spectral › Perception and Vision","1381","2026-09-25"
"website","website/tools/perception-and-spectral/perception-and-vision/docs/troubleshooting.md","Troubleshooting Perception and Vision","Symptoms, causes and fixes for the camera, WebGL2, uploads, readouts that say n/a, links and copying in Perception Vision.","Website › Tools › Perception and spectral › Perception and Vision","612","2026-09-25"
"website","website/tools/perception-and-spectral/perception-and-vision/docs/faq.md","Perception and Vision FAQ","Short answers to common questions about Perception Vision.","Website › Tools › Perception and spectral › Perception and Vision","439","2026-09-25"
"website","website/tools/perception-and-spectral/perception-and-vision/others/README.md","Perception and Vision background","Contents of the background material for the Perception Vision tool.","Website › Tools › Perception and spectral › Perception and Vision","134","2026-09-25"
